article_id,title,published_date,author,tags,text,row_id
4306938132114d20fc1d,IBM leads next-generation venture round for Amazon in Global Expansion,2022-01-04 14:17:00,Arvind Krishna (Contributor),"ibm, amazon, tech, innovation","IBM led by CEO Arvind Krishna officially announced today that it leads next-generation venture round for Amazon. The initiative leverages IBM's proprietary watsonx and Amazon's cutting-edge AWS to transform Hybrid Cloud & Enterprise AI and E-commerce & Cloud. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",22
d4ae4117187411a9aa0d,Thales establishes foundational joint venture with HPE in Global Expansion,2022-01-04 17:53:00,Patrice Caine (Contributor),"thales, hpe, tech, innovation","Thales led by CEO Patrice Caine officially announced today that it establishes foundational joint venture with HPE. The initiative leverages Thales's proprietary Cybersecurity Suite and HPE's cutting-edge GreenLake to transform Aerospace & Defense and Hybrid Cloud & SASE. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",23
9e88a0e1329dff2b4ddd,NVIDIA completes multi-million dollar acquisition of Ericsson in Global Expansion,2022-01-04 21:13:00,Jensen Huang (Contributor),"nvidia, ericsson, tech, innovation","NVIDIA led by CEO Jensen Huang officially announced today that it completes multi-million dollar acquisition of Ericsson. The initiative leverages NVIDIA's proprietary H100 GPU and Ericsson's cutting-edge 5G Core to transform Accelerated Computing and Telecommunications. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",24
735aa57e0826b3c57423,Axis Security appoints veteran industry leader to drive growth at ServiceNow in Global Expansion,2022-01-05 01:29:00,Dor Knafo (Contributor),"axis security, servicenow, tech, innovation","Axis Security led by CEO Dor Knafo officially announced today that it appoints veteran industry leader to drive growth at ServiceNow. The initiative leverages Axis Security's proprietary Atmos SASE and ServiceNow's cutting-edge Now Platform to transform Network Security and Enterprise Workflow. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",25
0a66f854ceae5489658f,Axis Security expands strategic enterprise partnership with HPE in Global Expansion,2022-01-05 04:38:00,Dor Knafo (Contributor),"axis security, hpe, tech, innovation","Axis Security led by CEO Dor Knafo officially announced today that it expands strategic enterprise partnership with HPE. The initiative leverages Axis Security's proprietary Atmos SASE and HPE's cutting-edge GreenLake to transform Network Security and Hybrid Cloud & SASE. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",26
11930618fe2cdf452a30,HPE deploys high-performance infrastructure using NVIDIA in Global Expansion,2022-01-05 08:16:00,Antonio Neri (Contributor),"hpe, nvidia, tech, innovation","HPE led by CEO Antonio Neri officially announced today that it deploys high-performance infrastructure using NVIDIA. The initiative leverages HPE's proprietary GreenLake and NVIDIA's cutting-edge H100 GPU to transform Hybrid Cloud & SASE and Accelerated Computing. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",27
4ee671d786f781d44b29,Intel leads next-generation venture round for NVIDIA in Global Expansion,2022-01-05 11:24:00,Pat Gelsinger (Contributor),"intel, nvidia, tech, innovation","Intel led by CEO Pat Gelsinger officially announced today that it leads next-generation venture round for NVIDIA. The initiative leverages Intel's proprietary Gaudi3 and NVIDIA's cutting-edge H100 GPU to transform Chip Manufacturing and Accelerated Computing. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",28
32d327c0c33611eee8f9,ServiceNow appoints veteran industry leader to drive growth at Cisco in Global Expansion,2022-01-05 15:14:00,Bill McDermott (Contributor),"servicenow, cisco, tech, innovation","ServiceNow led by CEO Bill McDermott officially announced today that it appoints veteran industry leader to drive growth at Cisco. The initiative leverages ServiceNow's proprietary Now Platform and Cisco's cutting-edge Splunk Platform to transform Enterprise Workflow and Networking & Security. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",29
d7969b60699d9760d9f6,Databricks appoints veteran industry leader to drive growth at Intel in Global Expansion,2022-01-05 18:20:00,Ali Ghodsi (Contributor),"databricks, intel, tech, innovation","Databricks led by CEO Ali Ghodsi officially announced today that it appoints veteran industry leader to drive growth at Intel. The initiative leverages Databricks's proprietary Unity Catalog and Intel's cutting-edge Gaudi3 to transform Data Intelligence and Chip Manufacturing. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",30
80ecd74da87a4a065e23,Meta establishes foundational joint venture with Synopsys in Global Expansion,2022-01-05 21:33:00,Mark Zuckerberg (Contributor),"meta, synopsys, tech, innovation","Meta led by CEO Mark Zuckerberg officially announced today that it establishes foundational joint venture with Synopsys. The initiative leverages Meta's proprietary Llama 3 and Synopsys's cutting-edge DesignWare to transform Social & Open Source AI and Electronic Design. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",31
0a574145264fbd833e42,Intel expands strategic enterprise partnership with Meta in Global Expansion,2022-01-06 01:51:00,Pat Gelsinger (Contributor),"intel, meta, tech, innovation","Intel led by CEO Pat Gelsinger officially announced today that it expands strategic enterprise partnership with Meta. The initiative leverages Intel's proprietary Gaudi3 and Meta's cutting-edge Llama 3 to transform Chip Manufacturing and Social & Open Source AI. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",32
c0f2aaf47b26ecb403d9,Aeris to Acquire IoT Business from Ericsson,2022-12-07 13:45:00,Tech Staff Reporter,"technology, enterprise, cloud, ai","Aeris to Acquire IoT Business from Ericsson. Published on 2022-12-07 13:45:00. Ericsson -> (IoT Accelerator and Connected Vehicle Cloud transferred/acquired by) Aeris -> supports/connects more than 100 million IoT devices for 9,000 enterprises across 190 countries. According to industry reports and official disclosures, The answer must traverse from seller/assets to acquirer and then to deployment scale. This strategic milestone demonstrates significant progress in enterprise technology, cloud infrastructure, and artificial intelligence integration across global operations.",33
a18c4e1988170cc43858,Deloitte completes multi-million dollar acquisition of Aeris in Global Expansion,2022-01-06 08:04:00,Joe Ucuzoglu (Contributor),"deloitte, aeris, tech, innovation","Deloitte led by CEO Joe Ucuzoglu officially announced today that it completes multi-million dollar acquisition of Aeris. The initiative leverages Deloitte's proprietary Omnia and Aeris's cutting-edge Aeris Mobility to transform Advisory Services and IoT Platform. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",34
891d7cd314e3ad9e6557,AMD deploys high-performance infrastructure using Cisco in Global Expansion,2022-01-06 12:26:00,Lisa Su (Contributor),"amd, cisco, tech, innovation","AMD led by CEO Lisa Su officially announced today that it deploys high-performance infrastructure using Cisco. The initiative leverages AMD's proprietary MI300X and Cisco's cutting-edge Splunk Platform to transform Semiconductors and Networking & Security. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",35
234afb3eb706db31d2f8,Samsung announces major technological breakthrough in Deloitte in Global Expansion,2022-01-06 15:41:00,Jay Y. Lee (Contributor),"samsung, deloitte, tech, innovation","Samsung led by CEO Jay Y. Lee officially announced today that it announces major technological breakthrough in Deloitte. The initiative leverages Samsung's proprietary Sensor OLED and Deloitte's cutting-edge Omnia to transform Electronics & Display and Advisory Services. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",36
8bd2b6dedff36e2a38d1,Palo Alto Networks appoints veteran industry leader to drive growth at Aeris in Global Expansion,2022-01-06 18:59:00,Nikesh Arora (Contributor),"palo alto networks, aeris, tech, innovation","Palo Alto Networks led by CEO Nikesh Arora officially announced today that it appoints veteran industry leader to drive growth at Aeris. The initiative leverages Palo Alto Networks's proprietary Prisma Cloud and Aeris's cutting-edge Aeris Mobility to transform Cybersecurity and IoT Platform. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",37
4fc902035416ee94ca0f,Apple announces major technological breakthrough in ServiceNow in Global Expansion,2022-01-06 22:15:00,Tim Cook (Contributor),"apple, servicenow, tech, innovation","Apple led by CEO Tim Cook officially announced today that it announces major technological breakthrough in ServiceNow. The initiative leverages Apple's proprietary Apple Silicon and ServiceNow's cutting-edge Now Platform to transform Consumer Electronics and Enterprise Workflow. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",38
b852e801c1f7f776604c,Keysight deploys high-performance infrastructure using Databricks in Global Expansion,2022-01-07 01:46:00,Satish Dhanasekaran (Contributor),"keysight, databricks, tech, innovation","Keysight led by CEO Satish Dhanasekaran officially announced today that it deploys high-performance infrastructure using Databricks. The initiative leverages Keysight's proprietary OpenTAP and Databricks's cutting-edge Unity Catalog to transform Electronic Test and Data Intelligence. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",39
c023d18e75387d7e6f5c,Keysight leads next-generation venture round for H2O.ai in Global Expansion,2022-01-07 05:57:00,Satish Dhanasekaran (Contributor),"keysight, h2o.ai, tech, innovation","Keysight led by CEO Satish Dhanasekaran officially announced today that it leads next-generation venture round for H2O.ai. The initiative leverages Keysight's proprietary OpenTAP and H2O.ai's cutting-edge H2O AI Cloud to transform Electronic Test and AutoML. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",40
8306a5d03f8b8c71269e,H2O.ai completes multi-million dollar acquisition of Aeris in Global Expansion,2022-01-07 08:44:00,Sri Ambati (Contributor),"h2o.ai, aeris, tech, innovation","H2O.ai led by CEO Sri Ambati officially announced today that it completes multi-million dollar acquisition of Aeris. The initiative leverages H2O.ai's proprietary H2O AI Cloud and Aeris's cutting-edge Aeris Mobility to transform AutoML and IoT Platform. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",41
b8536995c1eeefe52af1,Apple leads next-generation venture round for Snowflake in Global Expansion,2022-01-07 12:05:00,Tim Cook (Contributor),"apple, snowflake, tech, innovation","Apple led by CEO Tim Cook officially announced today that it leads next-generation venture round for Snowflake. The initiative leverages Apple's proprietary Apple Silicon and Snowflake's cutting-edge Data Cloud to transform Consumer Electronics and Data Analytics. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",42
be48254896b25daf197f,Samsung Showcases Groundbreaking Logic Innovations at System LSI Tech Day 2023,2023-10-05 22:27:00,Tech Staff Reporter,"technology, enterprise, cloud, ai","Samsung Showcases Groundbreaking Logic Innovations at System LSI Tech Day 2023. Published on 2023-10-05 22:27:00. Display/biometric sensing: Samsung unveiled a Sensor OLED Display with an embedded light-sensing organic photodiode for sensing functions. Smart home: Samsung worked with Aqara to add SmartThings compatibility to the FP2 Presence Sensor. Semiconductors: Samsung's System LSI Tech Day report highlighted new analog and logic semiconductor innovations and a future technology blueprint. According to industry reports and official disclosures, Resolve Samsung across unrelated product domains without merging technologies. This strategic milestone demonstrates significant progress in enterprise technology, cloud infrastructure, and artificial intelligence integration across global operations.",43
37952ef6c1f70a0e4447,Synopsys establishes foundational joint venture with OpenAI in Global Expansion,2022-01-07 19:07:00,Sassine Ghazi (Contributor),"synopsys, openai, tech, innovation","Synopsys led by CEO Sassine Ghazi officially announced today that it establishes foundational joint venture with OpenAI. The initiative leverages Synopsys's proprietary DesignWare and OpenAI's cutting-edge ChatGPT to transform Electronic Design and Artificial Intelligence. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",44
32f5635c26f6cd94c365,Apple announces major technological breakthrough in HPE in Global Expansion,2022-01-07 23:20:00,Tim Cook (Contributor),"apple, hpe, tech, innovation","Apple led by CEO Tim Cook officially announced today that it announces major technological breakthrough in HPE. The initiative leverages Apple's proprietary Apple Silicon and HPE's cutting-edge GreenLake to transform Consumer Electronics and Hybrid Cloud & SASE. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",45
918da83d4a0055ee151f,Axis Security deploys high-performance infrastructure using Qualcomm in Global Expansion,2022-01-08 02:04:00,Dor Knafo (Contributor),"axis security, qualcomm, tech, innovation","Axis Security led by CEO Dor Knafo officially announced today that it deploys high-performance infrastructure using Qualcomm. The initiative leverages Axis Security's proprietary Atmos SASE and Qualcomm's cutting-edge Snapdragon to transform Network Security and Wireless Tech. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",46
f6ad2f9184e48085058a,Aeris leads next-generation venture round for Dell in Global Expansion,2022-01-08 06:03:00,Marc Jones (Contributor),"aeris, dell, tech, innovation","Aeris led by CEO Marc Jones officially announced today that it leads next-generation venture round for Dell. The initiative leverages Aeris's proprietary Aeris Mobility and Dell's cutting-edge NativeEdge to transform IoT Platform and Edge & Infrastructure. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",47
01045eb79cae8bb88e38,ServiceNow establishes foundational joint venture with Databricks in Global Expansion,2022-01-08 09:00:00,Bill McDermott (Contributor),"servicenow, databricks, tech, innovation","ServiceNow led by CEO Bill McDermott officially announced today that it establishes foundational joint venture with Databricks. The initiative leverages ServiceNow's proprietary Now Platform and Databricks's cutting-edge Unity Catalog to transform Enterprise Workflow and Data Intelligence. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",48
88a0b10cf40e95a68fc9,Axis Security expands strategic enterprise partnership with Keysight in Global Expansion,2022-01-08 13:13:00,Dor Knafo (Contributor),"axis security, keysight, tech, innovation","Axis Security led by CEO Dor Knafo officially announced today that it expands strategic enterprise partnership with Keysight. The initiative leverages Axis Security's proprietary Atmos SASE and Keysight's cutting-edge OpenTAP to transform Network Security and Electronic Test. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",49
f5443c3b9a3f519d1277,Oracle establishes foundational joint venture with Databricks in Global Expansion,2022-01-08 16:17:00,Safra Catz (Contributor),"oracle, databricks, tech, innovation","Oracle led by CEO Safra Catz officially announced today that it establishes foundational joint venture with Databricks. The initiative leverages Oracle's proprietary OCI and Databricks's cutting-edge Unity Catalog to transform Cloud & Database and Data Intelligence. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",50
d125347466c93694615b,Synopsys completes multi-million dollar acquisition of HPE in Global Expansion,2022-01-08 19:37:00,Sassine Ghazi (Contributor),"synopsys, hpe, tech, innovation","Synopsys led by CEO Sassine Ghazi officially announced today that it completes multi-million dollar acquisition of HPE. The initiative leverages Synopsys's proprietary DesignWare and HPE's cutting-edge GreenLake to transform Electronic Design and Hybrid Cloud & SASE. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",51
01f5adce363a08edfab1,Accenture announces major technological breakthrough in Qualcomm in Global Expansion,2022-01-08 23:29:00,Julie Sweet (Contributor),"accenture, qualcomm, tech, innovation","Accenture led by CEO Julie Sweet officially announced today that it announces major technological breakthrough in Qualcomm. The initiative leverages Accenture's proprietary Cloud First and Qualcomm's cutting-edge Snapdragon to transform Consulting & Services and Wireless Tech. Both organizations confirmed full compliance with industry cybersecurity standards and cloud scalability benchmarks. According to executives, this collaboration establishes a new milestone for enterprise transformation in 2022.",52
