keep_id,keep_title,drop_id,drop_title,similarity,decision
ef9938f1b517dc6e3fb3,H2O.ai appoints veteran industry leader to drive growth at A,b83dddff1b5faaf3111f,AMD appoints veteran industry leader to drive growth at H2O.,0.9682266712188721,NEAR_DUPLICATE_DROP
ef9938f1b517dc6e3fb3,H2O.ai appoints veteran industry leader to drive growth at A,1c9d48d143562c9813d4,AMD appoints veteran industry leader to drive growth at H2O.,0.9682266712188721,NEAR_DUPLICATE_DROP
ef9938f1b517dc6e3fb3,H2O.ai appoints veteran industry leader to drive growth at A,76564098da5cf293975a,H2O.ai appoints veteran industry leader to drive growth at I,0.9217243194580078,NEAR_DUPLICATE_DROP
ef9938f1b517dc6e3fb3,H2O.ai appoints veteran industry leader to drive growth at A,6e4e6c3e5be47f2bb877,H2O.ai appoints veteran industry leader to drive growth at I,0.9217243194580078,NEAR_DUPLICATE_DROP
cfe4f1c7327eed359234,OpenAI announces major technological breakthrough in Axis Se,d34ccf6792a5dcd75324,Axis Security announces major technological breakthrough in ,0.9374054074287415,NEAR_DUPLICATE_DROP
72a583322056dbff08bc,Accenture establishes foundational joint venture with Google,7d37ac8d37de497c4ac2,Google establishes foundational joint venture with Accenture,0.9623898863792419,NEAR_DUPLICATE_DROP
72a583322056dbff08bc,Accenture establishes foundational joint venture with Google,7ec3b41b2508cd9e7185,Google establishes foundational joint venture with Accenture,0.9623898863792419,NEAR_DUPLICATE_DROP
4306938132114d20fc1d,IBM leads next-generation venture round for Amazon in Global,0ebbd837beb4185aa065,Amazon leads next-generation venture round for IBM in Global,0.9588228464126587,NEAR_DUPLICATE_DROP
d4ae4117187411a9aa0d,Thales establishes foundational joint venture with HPE in Gl,305e6bcd597f1a9c5cd6,HPE establishes foundational joint venture with Thales in Gl,0.9640676975250244,NEAR_DUPLICATE_DROP
0a66f854ceae5489658f,Axis Security expands strategic enterprise partnership with ,f105cea6591dc7ec1359,Axis Security announces major technological breakthrough in ,0.9379413723945618,NEAR_DUPLICATE_DROP
0a66f854ceae5489658f,Axis Security expands strategic enterprise partnership with ,e6b75d80191f2e22217b,Axis Security establishes foundational joint venture with HP,0.9349395036697388,NEAR_DUPLICATE_DROP
0a66f854ceae5489658f,Axis Security expands strategic enterprise partnership with ,1a7c4f194ed8bfd8475f,Axis Security establishes foundational joint venture with HP,0.9349395036697388,NEAR_DUPLICATE_DROP
32d327c0c33611eee8f9,ServiceNow appoints veteran industry leader to drive growth ,fe4114c4f60c5ca3da22,ServiceNow appoints veteran industry leader to drive growth ,0.9215446710586548,NEAR_DUPLICATE_DROP
32d327c0c33611eee8f9,ServiceNow appoints veteran industry leader to drive growth ,40335c7cda3d50f27ac8,ServiceNow appoints veteran industry leader to drive growth ,0.9215446710586548,NEAR_DUPLICATE_DROP
0a574145264fbd833e42,Intel expands strategic enterprise partnership with Meta in ,15d68783d8ba6b4dccc6,Meta expands strategic enterprise partnership with Intel in ,0.9317024946212769,NEAR_DUPLICATE_DROP
c0f2aaf47b26ecb403d9,Aeris to Acquire IoT Business from Ericsson,75757e5bac83a9e6347e,Aeris to acquire IoT business from Ericsson,0.9424861073493958,NEAR_DUPLICATE_DROP
a18c4e1988170cc43858,Deloitte completes multi-million dollar acquisition of Aeris,a2af1971f7020be6798c,Aeris completes multi-million dollar acquisition of Deloitte,0.9609470367431641,NEAR_DUPLICATE_DROP
891d7cd314e3ad9e6557,AMD deploys high-performance infrastructure using Cisco in G,74b8268a13e9ec23a1bb,Cisco deploys high-performance infrastructure using AMD in G,0.9537403583526611,NEAR_DUPLICATE_DROP
8bd2b6dedff36e2a38d1,Palo Alto Networks appoints veteran industry leader to drive,78badb2af81193f7122e,Aeris appoints veteran industry leader to drive growth at Pa,0.9529327154159546,NEAR_DUPLICATE_DROP
b852e801c1f7f776604c,Keysight deploys high-performance infrastructure using Datab,50c513f0e761429287d8,Databricks deploys high-performance infrastructure using Key,0.9830809235572815,NEAR_DUPLICATE_DROP
c023d18e75387d7e6f5c,Keysight leads next-generation venture round for H2O.ai in G,0e148d2d32b7be8af014,H2O.ai leads next-generation venture round for Keysight in G,0.9833227396011353,NEAR_DUPLICATE_DROP
c023d18e75387d7e6f5c,Keysight leads next-generation venture round for H2O.ai in G,9cd56a3dd2c992dffc92,H2O.ai leads next-generation venture round for Keysight in G,0.9833226799964905,NEAR_DUPLICATE_DROP
c023d18e75387d7e6f5c,Keysight leads next-generation venture round for H2O.ai in G,303562418b91851ac2ad,Keysight establishes foundational joint venture with H2O.ai ,0.9293583631515503,NEAR_DUPLICATE_DROP
c023d18e75387d7e6f5c,Keysight leads next-generation venture round for H2O.ai in G,6b4c950d97a74b6c93b7,H2O.ai announces major technological breakthrough in Keysigh,0.9263726472854614,NEAR_DUPLICATE_DROP
8306a5d03f8b8c71269e,H2O.ai completes multi-million dollar acquisition of Aeris i,ffa39c8839f72c1050ee,Aeris completes multi-million dollar acquisition of H2O.ai i,0.9672936201095581,NEAR_DUPLICATE_DROP
8306a5d03f8b8c71269e,H2O.ai completes multi-million dollar acquisition of Aeris i,69620bbf7a12e9f1af5d,H2O.ai expands strategic enterprise partnership with Aeris i,0.9296057820320129,NEAR_DUPLICATE_DROP
b8536995c1eeefe52af1,Apple leads next-generation venture round for Snowflake in G,abd91423bc621d9b21cc,Snowflake leads next-generation venture round for Apple in G,0.9524943232536316,NEAR_DUPLICATE_DROP
b8536995c1eeefe52af1,Apple leads next-generation venture round for Snowflake in G,bce69a88b90ae8500c47,Snowflake leads next-generation venture round for Apple in G,0.9524943232536316,NEAR_DUPLICATE_DROP
37952ef6c1f70a0e4447,Synopsys establishes foundational joint venture with OpenAI ,e25a7350870f02a830c6,OpenAI establishes foundational joint venture with Synopsys ,0.9620963931083679,NEAR_DUPLICATE_DROP
32f5635c26f6cd94c365,Apple announces major technological breakthrough in HPE in G,b5068e82fd0c3978d159,HPE announces major technological breakthrough in Apple in G,0.9562705755233765,NEAR_DUPLICATE_DROP
32f5635c26f6cd94c365,Apple announces major technological breakthrough in HPE in G,2eb53764abfa8b47468a,HPE announces major technological breakthrough in Apple in G,0.9562705755233765,NEAR_DUPLICATE_DROP
918da83d4a0055ee151f,Axis Security deploys high-performance infrastructure using ,ba2fb18eecf4be6ee2ad,Qualcomm deploys high-performance infrastructure using Axis ,0.9543552398681641,NEAR_DUPLICATE_DROP
918da83d4a0055ee151f,Axis Security deploys high-performance infrastructure using ,f7fc1f333cc4b83eceef,Qualcomm deploys high-performance infrastructure using Axis ,0.9543552398681641,NEAR_DUPLICATE_DROP
918da83d4a0055ee151f,Axis Security deploys high-performance infrastructure using ,dd72ce45160f88982951,Axis Security announces major technological breakthrough in ,0.9298050999641418,NEAR_DUPLICATE_DROP
f6ad2f9184e48085058a,Aeris leads next-generation venture round for Dell in Global,59876695873c8cb2d2ed,Dell leads next-generation venture round for Aeris in Global,0.9684344530105591,NEAR_DUPLICATE_DROP
01045eb79cae8bb88e38,ServiceNow establishes foundational joint venture with Datab,481f048b272aa2999397,Databricks establishes foundational joint venture with Servi,0.9462119340896606,NEAR_DUPLICATE_DROP
88a0b10cf40e95a68fc9,Axis Security expands strategic enterprise partnership with ,7f5d6e1980a2e303d542,Axis Security announces major technological breakthrough in ,0.9320085644721985,NEAR_DUPLICATE_DROP
d125347466c93694615b,Synopsys completes multi-million dollar acquisition of HPE i,3837a4591423bdde30e8,HPE completes multi-million dollar acquisition of Synopsys i,0.9599935412406921,NEAR_DUPLICATE_DROP
2078a1a9abe9d2894eea,Dell announces major technological breakthrough in AMD in Gl,6b09448788951b3cb03e,AMD announces major technological breakthrough in Dell in Gl,0.957892894744873,NEAR_DUPLICATE_DROP
2078a1a9abe9d2894eea,Dell announces major technological breakthrough in AMD in Gl,2b6ee33e671457f68bf9,AMD announces major technological breakthrough in Dell in Gl,0.957892894744873,NEAR_DUPLICATE_DROP
7f2ef2aaf1e5cc3e3c6b,Synopsys deploys high-performance infrastructure using NVIDI,59db806aeeac8780c476,NVIDIA deploys high-performance infrastructure using Synopsy,0.9741666316986084,NEAR_DUPLICATE_DROP
b8b07208fa9d73b51824,Cisco expands strategic enterprise partnership with Snowflak,c5d9cb212ba81d9302ec,Snowflake expands strategic enterprise partnership with Cisc,0.9552950859069824,NEAR_DUPLICATE_DROP
6974fe0d135931c73379,Cisco establishes foundational joint venture with Ericsson i,6892e3be39d821ea9533,Ericsson establishes foundational joint venture with Cisco i,0.9299184679985046,NEAR_DUPLICATE_DROP
6c1578ed5ffc28f1e898,Accenture expands strategic enterprise partnership with Inte,80c946b45a023e689be3,Intel expands strategic enterprise partnership with Accentur,0.9556541442871094,NEAR_DUPLICATE_DROP
f37434babc0953f0c452,Oracle expands strategic enterprise partnership with H2O.ai ,c37487fda9148b77be07,H2O.ai expands strategic enterprise partnership with Oracle ,0.9302843809127808,NEAR_DUPLICATE_DROP
7406edf349d85a0c0c78,Keysight establishes foundational joint venture with Palo Al,60b71980e9996b0e9913,Palo Alto Networks establishes foundational joint venture wi,0.954985499382019,NEAR_DUPLICATE_DROP
2486fc6484340a100c12,Synopsys establishes foundational joint venture with Databri,73b8d0e8f1ca1d84b7f5,Databricks establishes foundational joint venture with Synop,0.9735177755355835,NEAR_DUPLICATE_DROP
6fedc6493a8a317b6664,Apple leads next-generation venture round for Axis Security ,3c173df9419e71d3f114,Axis Security leads next-generation venture round for Apple ,0.9410886764526367,NEAR_DUPLICATE_DROP
b0d5b0d895f260e7a663,NVIDIA deploys high-performance infrastructure using Service,ad6b9aa91f0422063f7e,ServiceNow deploys high-performance infrastructure using NVI,0.950762152671814,NEAR_DUPLICATE_DROP
b0d5b0d895f260e7a663,NVIDIA deploys high-performance infrastructure using Service,bdc165a0ace1cfdb7e94,ServiceNow deploys high-performance infrastructure using NVI,0.950762152671814,NEAR_DUPLICATE_DROP
54a8fe562fb621dea093,Dell announces major technological breakthrough in Qualcomm ,ddcdb6e0e86509ad6f80,Qualcomm announces major technological breakthrough in Dell ,0.9611918926239014,NEAR_DUPLICATE_DROP
e4fc50d491d813eeadb1,Databricks appoints veteran industry leader to drive growth ,455fcd6fe96c95b2e867,Synopsys appoints veteran industry leader to drive growth at,0.969229519367218,NEAR_DUPLICATE_DROP
e4fc50d491d813eeadb1,Databricks appoints veteran industry leader to drive growth ,7f38bf3f4cf87393ff08,Synopsys appoints veteran industry leader to drive growth at,0.969229519367218,NEAR_DUPLICATE_DROP
0fd3f5f041a46dd88ace,Axis Security completes multi-million dollar acquisition of ,0855a373d79188280865,HPE completes multi-million dollar acquisition of Axis Secur,0.9439343214035034,NEAR_DUPLICATE_DROP
0fd3f5f041a46dd88ace,Axis Security completes multi-million dollar acquisition of ,f105cea6591dc7ec1359,Axis Security announces major technological breakthrough in ,0.9279568195343018,NEAR_DUPLICATE_DROP
0fd3f5f041a46dd88ace,Axis Security completes multi-million dollar acquisition of ,d66d289bdcb9083dae69,Axis Security leads next-generation venture round for HPE in,0.9273854494094849,NEAR_DUPLICATE_DROP
0fd3f5f041a46dd88ace,Axis Security completes multi-million dollar acquisition of ,0029ee952dfbc950a81b,Axis Security leads next-generation venture round for HPE in,0.9273854494094849,NEAR_DUPLICATE_DROP
630f8ae8897bfb75a498,Oracle leads next-generation venture round for Snowflake in ,59af40b56076ee11f8b7,Snowflake leads next-generation venture round for Oracle in ,0.9481714367866516,NEAR_DUPLICATE_DROP
04be0956386aa9522236,H2O.ai announces major technological breakthrough in Databri,959c9532c5d2f9aa5afb,Databricks announces major technological breakthrough in H2O,0.9794268608093262,NEAR_DUPLICATE_DROP
04be0956386aa9522236,H2O.ai announces major technological breakthrough in Databri,bbc8b016d225949ea271,Databricks announces major technological breakthrough in H2O,0.9794268608093262,NEAR_DUPLICATE_DROP
04be0956386aa9522236,H2O.ai announces major technological breakthrough in Databri,2bc21fb75e7ae0db9c21,H2O.ai completes multi-million dollar acquisition of Databri,0.9413983821868896,NEAR_DUPLICATE_DROP
1decd4c2c8504cc7e8fe,Intel expands strategic enterprise partnership with Microsof,cec535bc61da3bc1c148,Intel expands strategic enterprise partnership with Salesfor,0.9336373805999756,NEAR_DUPLICATE_DROP
36c14cbf50cb7115b796,HPE announces major technological breakthrough in OpenAI in ,c7b966b5c915701e531e,OpenAI announces major technological breakthrough in HPE in ,0.9654546976089478,NEAR_DUPLICATE_DROP
6e3434b7f6eda4b7ec72,Oracle establishes foundational joint venture with OpenAI in,c48f0c1e9a6dcbc75f33,OpenAI establishes foundational joint venture with Oracle in,0.9302132725715637,NEAR_DUPLICATE_DROP
d2d22a2c5bf10d90f001,Google announces major technological breakthrough in Snowfla,4e4b8c29c8d183b6ae31,Snowflake announces major technological breakthrough in Goog,0.9711092710494995,NEAR_DUPLICATE_DROP
3121cdb437c12f1f94c3,Axis Security announces major technological breakthrough in ,29f65b705e37840f1fa3,Axis Security expands strategic enterprise partnership with ,0.9438061118125916,NEAR_DUPLICATE_DROP
3121cdb437c12f1f94c3,Axis Security announces major technological breakthrough in ,c04b7f4db9af0c0af83d,Axis Security deploys high-performance infrastructure using ,0.9437292218208313,NEAR_DUPLICATE_DROP
3121cdb437c12f1f94c3,Axis Security announces major technological breakthrough in ,8bfb1903829d8c6467fe,Axis Security completes multi-million dollar acquisition of ,0.9378873109817505,NEAR_DUPLICATE_DROP
3121cdb437c12f1f94c3,Axis Security announces major technological breakthrough in ,592e83124ce68ec0663e,Palo Alto Networks announces major technological breakthroug,0.9364498257637024,NEAR_DUPLICATE_DROP
805b48188d10985204d0,Amazon leads next-generation venture round for Axis Security,5abf44696d697ec1f583,Axis Security leads next-generation venture round for Amazon,0.9564211368560791,NEAR_DUPLICATE_DROP
805b48188d10985204d0,Amazon leads next-generation venture round for Axis Security,ade27c80ffc0bf941043,Axis Security leads next-generation venture round for Amazon,0.9564211368560791,NEAR_DUPLICATE_DROP
6877d62ef8217f190ffd,Qualcomm establishes foundational joint venture with Thales ,398c918f7a5be6fe5da2,Thales establishes foundational joint venture with Qualcomm ,0.9594599008560181,NEAR_DUPLICATE_DROP
48f85f4c8f71631f5095,Amazon leads next-generation venture round for OpenAI in Glo,40b5060e7953bc095412,OpenAI leads next-generation venture round for Amazon in Glo,0.9474758505821228,NEAR_DUPLICATE_DROP
a5357eac504791ed0fe2,Deloitte establishes foundational joint venture with Salesfo,c944571f04bae7af74a2,Deloitte establishes foundational joint venture with IBM in ,0.9232358932495117,NEAR_DUPLICATE_DROP
d841ecf1dd8d2cc9903d,Intel announces major technological breakthrough in AMD in G,3e0bb43762899d5d7adb,AMD announces major technological breakthrough in Intel in G,0.9339983463287354,NEAR_DUPLICATE_DROP
d841ecf1dd8d2cc9903d,Intel announces major technological breakthrough in AMD in G,a0cccfb0a531d91f8ea6,AMD announces major technological breakthrough in Intel in G,0.9339983463287354,NEAR_DUPLICATE_DROP
a3b19239fe5d94199de4,HPE establishes foundational joint venture with Databricks i,02c31c238f990ddd9889,HPE leads next-generation venture round for Databricks in Gl,0.9273607730865479,NEAR_DUPLICATE_DROP
a3b19239fe5d94199de4,HPE establishes foundational joint venture with Databricks i,e36e9b50d8ae39749971,HPE expands strategic enterprise partnership with Databricks,0.9200046062469482,NEAR_DUPLICATE_DROP
a83cd951b1cbfd36168c,Oracle announces major technological breakthrough in OpenAI ,b37f7186e434c4b84f5b,Oracle announces major technological breakthrough in OpenAI ,0.9999998807907104,NEAR_DUPLICATE_DROP
8ec5ae8c13f0f15c8e7d,Microsoft completes multi-million dollar acquisition of Aeri,ccfd16a905d49a3e552c,Aeris completes multi-million dollar acquisition of Microsof,0.9473697543144226,NEAR_DUPLICATE_DROP
bbf8ed13b8bb284d6d0f,Salesforce completes multi-million dollar acquisition of Tha,267b6bac81fd08997b0f,Thales completes multi-million dollar acquisition of Salesfo,0.9313392639160156,NEAR_DUPLICATE_DROP
35fe6b9d72c4b4f9706e,Samsung establishes foundational joint venture with Keysight,1e5ee9e0819e68209f5a,Keysight establishes foundational joint venture with Samsung,0.9752187728881836,NEAR_DUPLICATE_DROP
53061a61a81f21549dcb,Axis Security leads next-generation venture round for Samsun,213ac1be0ca134606f80,Samsung leads next-generation venture round for Axis Securit,0.9527947306632996,NEAR_DUPLICATE_DROP
53061a61a81f21549dcb,Axis Security leads next-generation venture round for Samsun,7d112c6684415bffb2bc,Samsung leads next-generation venture round for Axis Securit,0.9527947306632996,NEAR_DUPLICATE_DROP
53061a61a81f21549dcb,Axis Security leads next-generation venture round for Samsun,e5a75b98d555403dda19,Axis Security announces major technological breakthrough in ,0.9225443005561829,NEAR_DUPLICATE_DROP
0de810393f011129a67e,AMD announces major technological breakthrough in Accenture ,e5dc7a065f389f54ee82,Accenture announces major technological breakthrough in AMD ,0.9575415849685669,NEAR_DUPLICATE_DROP
0de810393f011129a67e,AMD announces major technological breakthrough in Accenture ,b4695c55038350acf916,AMD completes multi-million dollar acquisition of Accenture ,0.9218484163284302,NEAR_DUPLICATE_DROP
3feddae9ee218d902574,H2O.ai deploys high-performance infrastructure using Keysigh,1a38cf0b3a4cb39975ba,Keysight deploys high-performance infrastructure using H2O.a,0.977791428565979,NEAR_DUPLICATE_DROP
3feddae9ee218d902574,H2O.ai deploys high-performance infrastructure using Keysigh,6b4c950d97a74b6c93b7,H2O.ai announces major technological breakthrough in Keysigh,0.9257830381393433,NEAR_DUPLICATE_DROP
6a56cb1779297d24b5f0,H2O.ai deploys high-performance infrastructure using Palo Al,b9c7590e0a385759bf50,Palo Alto Networks deploys high-performance infrastructure u,0.9517138600349426,NEAR_DUPLICATE_DROP
6a56cb1779297d24b5f0,H2O.ai deploys high-performance infrastructure using Palo Al,de51efd7b1c6ffd3f0b1,H2O.ai announces major technological breakthrough in Palo Al,0.9384077787399292,NEAR_DUPLICATE_DROP
6a56cb1779297d24b5f0,H2O.ai deploys high-performance infrastructure using Palo Al,59218a5a392338d08021,H2O.ai leads next-generation venture round for Palo Alto Net,0.9270027279853821,NEAR_DUPLICATE_DROP
f18a478105dd3b394c9e,Oracle announces major technological breakthrough in H2O.ai ,f69ece120c236650177e,Oracle announces major technological breakthrough in H2O.ai ,1.0000001192092896,NEAR_DUPLICATE_DROP
ef4c3073de72508e16dc,Axis Security completes multi-million dollar acquisition of ,e06d80a03dc7b228df13,Samsung completes multi-million dollar acquisition of Axis S,0.9369730353355408,NEAR_DUPLICATE_DROP
cda9bd9951f6826b5f9c,ServiceNow announces major technological breakthrough in Aer,ddcf9265047edb26fe16,Aeris announces major technological breakthrough in ServiceN,0.9360063076019287,NEAR_DUPLICATE_DROP
8f3c36016cffb0b5eea6,Salesforce deploys high-performance infrastructure using HPE,3f463966e9c8b01ce8a7,HPE deploys high-performance infrastructure using Salesforce,0.9747085571289062,NEAR_DUPLICATE_DROP
8f3c36016cffb0b5eea6,Salesforce deploys high-performance infrastructure using HPE,1ceaf021ba34b723b338,HPE deploys high-performance infrastructure using Salesforce,0.9747081995010376,NEAR_DUPLICATE_DROP
17cf793aa4fb67f3bf9d,Axis Security deploys high-performance infrastructure using ,e2707ff895afeda49ec3,Meta deploys high-performance infrastructure using Axis Secu,0.9498331546783447,NEAR_DUPLICATE_DROP
17cf793aa4fb67f3bf9d,Axis Security deploys high-performance infrastructure using ,8ca74e40e4d294be1dd8,Meta deploys high-performance infrastructure using Axis Secu,0.9498330950737,NEAR_DUPLICATE_DROP
957f46b4565f34c58fa3,ServiceNow deploys high-performance infrastructure using Acc,69db53b822998d82445e,Accenture deploys high-performance infrastructure using Serv,0.9528135657310486,NEAR_DUPLICATE_DROP
957f46b4565f34c58fa3,ServiceNow deploys high-performance infrastructure using Acc,b811e98a4446694e82d4,Accenture deploys high-performance infrastructure using Serv,0.9528135657310486,NEAR_DUPLICATE_DROP
00fc1fe996405590d9af,Google leads next-generation venture round for HPE in Global,e06112b8b1d9c732b01f,HPE leads next-generation venture round for Google in Global,0.9668424725532532,NEAR_DUPLICATE_DROP
00fc1fe996405590d9af,Google leads next-generation venture round for HPE in Global,bceae4c07d598e0ba72d,HPE leads next-generation venture round for Google in Global,0.9668424725532532,NEAR_DUPLICATE_DROP
6c6f2b3e1bf811d169c1,Synopsys appoints veteran industry leader to drive growth at,6fb96e483017eb9baf25,Apple appoints veteran industry leader to drive growth at Sy,0.9368062019348145,NEAR_DUPLICATE_DROP
6c6f2b3e1bf811d169c1,Synopsys appoints veteran industry leader to drive growth at,414c63610eee36a5e0db,Apple appoints veteran industry leader to drive growth at Sy,0.9368062019348145,NEAR_DUPLICATE_DROP
51eb33f445c9beee59cb,NVIDIA leads next-generation venture round for Keysight in G,743b917293a22daa9c65,Keysight leads next-generation venture round for NVIDIA in G,0.9809786677360535,NEAR_DUPLICATE_DROP
e65a259a5b5810b7bc46,Samsung deploys high-performance infrastructure using Qualco,8c8aa0cd6d4350637117,Qualcomm deploys high-performance infrastructure using Samsu,0.974156379699707,NEAR_DUPLICATE_DROP
cdf4881b3ea4d0ef0a4e,Amazon appoints veteran industry leader to drive growth at G,15e7d6d7de1e67f2cef1,Google appoints veteran industry leader to drive growth at A,0.9445606470108032,NEAR_DUPLICATE_DROP
c111ae20037067071796,Ericsson deploys high-performance infrastructure using H2O.a,2e6f87daf31b00cdd557,H2O.ai deploys high-performance infrastructure using Ericsso,0.9657950401306152,NEAR_DUPLICATE_DROP
c111ae20037067071796,Ericsson deploys high-performance infrastructure using H2O.a,24bc9c64b8a07b86ed45,H2O.ai deploys high-performance infrastructure using Ericsso,0.9657950401306152,NEAR_DUPLICATE_DROP
c53f56ef228503f33740,Qualcomm expands strategic enterprise partnership with Apple,9a016d919d8635343bed,Qualcomm expands strategic enterprise partnership with Sales,0.9400594234466553,NEAR_DUPLICATE_DROP
6fb59213107cbd0a2354,Axis Security appoints veteran industry leader to drive grow,395029bace75e324e019,Axis Security appoints veteran industry leader to drive grow,0.920630931854248,NEAR_DUPLICATE_DROP
ea77a6adbe8334534b23,Ericsson deploys high-performance infrastructure using Synop,7fbeea6dfbf3bfa81df4,Synopsys deploys high-performance infrastructure using Erics,0.960797905921936,NEAR_DUPLICATE_DROP
bcafe66acb47453f6bab,IBM deploys high-performance infrastructure using Qualcomm i,1afa37e7ddb77ee85413,Qualcomm deploys high-performance infrastructure using IBM i,0.9695092439651489,NEAR_DUPLICATE_DROP
956b9bb67523aed887b0,NVIDIA establishes foundational joint venture with Salesforc,82350bee5d2c9f6cbbb5,NVIDIA establishes foundational joint venture with Intel in ,0.9389033317565918,NEAR_DUPLICATE_DROP
956b9bb67523aed887b0,NVIDIA establishes foundational joint venture with Salesforc,d8452df6814aaaac67a3,NVIDIA establishes foundational joint venture with Cisco in ,0.9206537008285522,NEAR_DUPLICATE_DROP
956b9bb67523aed887b0,NVIDIA establishes foundational joint venture with Salesforc,5cd9bf24743156f8620c,NVIDIA establishes foundational joint venture with Cisco in ,0.9206537008285522,NEAR_DUPLICATE_DROP
5caaf5428cc57c861a8f,Cisco establishes foundational joint venture with Qualcomm i,4c73b50540c041f31c6f,Qualcomm establishes foundational joint venture with Cisco i,0.9383688569068909,NEAR_DUPLICATE_DROP
5caaf5428cc57c861a8f,Cisco establishes foundational joint venture with Qualcomm i,541ef372eafd20ef1123,Qualcomm establishes foundational joint venture with Cisco i,0.9383688569068909,NEAR_DUPLICATE_DROP
3acda06b7be4b34dc98d,ServiceNow establishes foundational joint venture with NVIDI,a225ba25b61756d4de60,NVIDIA establishes foundational joint venture with ServiceNo,0.9428461790084839,NEAR_DUPLICATE_DROP
3acda06b7be4b34dc98d,ServiceNow establishes foundational joint venture with NVIDI,5b5ab895d8234f7103c1,NVIDIA establishes foundational joint venture with ServiceNo,0.9428461790084839,NEAR_DUPLICATE_DROP
cb06e9eb58f18343f99e,Amazon establishes foundational joint venture with Aeris in ,2d31a9e9427cd25e14e5,Aeris establishes foundational joint venture with Amazon in ,0.9612419605255127,NEAR_DUPLICATE_DROP
77041e3535fbd196767e,IBM announces major technological breakthrough in Palo Alto ,cc1c5012adadd5637743,Palo Alto Networks announces major technological breakthroug,0.9379317164421082,NEAR_DUPLICATE_DROP
d00d58d9a355dcbd732d,Accenture establishes foundational joint venture with Meta i,c5d7962b2ffa5f2b3f88,Meta establishes foundational joint venture with Accenture i,0.9471051692962646,NEAR_DUPLICATE_DROP
9b57541dcb23c36ebc01,Google completes multi-million dollar acquisition of Synopsy,0a396ab2bbed9b3654b7,Synopsys completes multi-million dollar acquisition of Googl,0.952148973941803,NEAR_DUPLICATE_DROP
3c20079565f184972f59,HPE leads next-generation venture round for Snowflake in Glo,131e5ce2ef23a53b04b7,HPE announces major technological breakthrough in Snowflake ,0.938787579536438,NEAR_DUPLICATE_DROP
9d872f8e60412557ba4b,Meta completes multi-million dollar acquisition of Databrick,8186dc9ab6cdf40e6705,Databricks completes multi-million dollar acquisition of Met,0.957087516784668,NEAR_DUPLICATE_DROP
e2046d35cc572df91fee,H2O.ai expands strategic enterprise partnership with Service,42f9f170d7478f296636,H2O.ai announces major technological breakthrough in Service,0.9406456351280212,NEAR_DUPLICATE_DROP
e2046d35cc572df91fee,H2O.ai expands strategic enterprise partnership with Service,17b7ccc0a11e6f2cf369,H2O.ai expands strategic enterprise partnership with Salesfo,0.9387460947036743,NEAR_DUPLICATE_DROP
e2046d35cc572df91fee,H2O.ai expands strategic enterprise partnership with Service,fbca2784413489eeeac8,H2O.ai expands strategic enterprise partnership with Microso,0.9304950833320618,NEAR_DUPLICATE_DROP
e2046d35cc572df91fee,H2O.ai expands strategic enterprise partnership with Service,f2b42f83fa1f05b611f1,ServiceNow expands strategic enterprise partnership with H2O,0.9252774715423584,NEAR_DUPLICATE_DROP
